follower_count,following_count,posts_count,likes_count,account_age_days,username_len,fullname_words,name_equal_username,description_len,has_external_url,is_private,profile_pic_present,f2f_ratio,followers_per_post,follows_per_post,log_followers,log_following,is_fake
-0.14932077417439782,0.7254453985189853,-0.2955915181173176,0.0,0.0,0.5332202103939649,-1.362166929922039,-0.08751115550469567,0.9630294455930075,-0.22844813894744725,-0.5431402167040248,0.8195619023612999,-0.05077055073022455,-0.09378639226996341,-0.1511019619421644,0.7317342385169524,0.9951095238727573,0
-0.12788592148041794,0.09761588493114177,1.093939389068663,0.0,0.0,-0.8534333272986601,0.884150566651244,-0.08751115550469567,0.6922011114992074,-0.22844813894744725,-0.5431402167040248,0.8195619023612999,-0.05029550639706285,-0.15742187096253868,-0.30740195785828467,1.1533880919245403,0.6596077750979262,0
-0.1596809529764881,-0.5495543482695974,-0.3995328064501272,0.0,0.0,-0.3398579429680582,0.884150566651244,-0.08751115550469567,-0.63184852184826,-0.22844813894744725,1.8411451946393675,0.8195619023612999,-0.050705425218296934,-0.15187229913953448,-0.277720948403625,-0.035781479625868376,-0.31128828179514634,0
-0.15653963835754278,0.2731701091097331,3.2438828793209877,0.0,0.0,-0.8534333272986601,-0.23900818163539742,-0.08751115550469567,1.8356985221174746,-0.22844813894744725,-0.5431402167040248,0.8195619023612999,-0.05081835166069723,-0.18482540715615156,-0.3125949220533135,0.36317709185311775,0.7746264184401059,0
-0.15977950402335697,-0.5078974137187452,-0.43782696530958337,0.0,0.0,-0.8534333272986601,0.884150566651244,-0.08751115550469567,-0.63184852184826,-0.22844813894744725,1.8411451946393675,0.8195619023612999,-0.05075392718612172,-0.12055647661954065,-0.21423656707004737,-0.05725225754567235,-0.16779938190478438,0
8.091850374783949,-0.4721914698180148,1.4112338481898714,0.0,0.0,-0.8534333272986601,3.130468063224527,-0.08751115550469567,1.8056064849959412,4.37736111402528,-0.5431402167040248,0.8195619023612999,0.4650784851795353,5.767229480803893,-0.3156108360770251,3.4551793143053113,-0.06807976926445301,0
-0.16013675156825663,-0.432022282929693,-0.38312102408178883,0.0,0.0,-0.8534333272986601,0.884150566651244,-0.08751115550469567,0.8727533342284074,-0.22844813894744725,-0.5431402167040248,0.8195619023612999,-0.05081248795302281,-0.1646897583774587,-0.2580306055301089,-0.14586581628925996,0.026691655604978746,0
-0.1483599014674263,-0.582284796845267,-0.29012092399453815,0.0,0.0,-0.8534333272986601,0.884150566651244,-0.08751115550469567,-0.63184852184826,-0.22844813894744725,-0.5431402167040248,0.8195619023612999,-0.04926415650278047,-0.0894854096025826,-0.30521953069250085,0.7631430967856181,-0.456071800385654,0
-0.1391700163469039,3.34090578924749,-0.07676775320613954,0.0,0.0,-0.8534333272986601,-1.362166929922039,-0.08751115550469567,1.5046861137806078,-0.22844813894744725,-0.5431402167040248,0.8195619023612999,-0.05081403720400984,-0.11008687027843726,-0.10363301852001612,0.9831302622448176,1.5962296197826182,0
-0.002171742318311773,0.5141852304396636,0.6945860181057631,0.0,0.0,-0.8534333272986601,0.884150566651244,-0.08751115550469567,0.571832963013074,4.37736111402528,-0.5431402167040248,0.8195619023612999,-0.049042866087099346,-0.001234617346410866,-0.2961945258095301,1.8032315283716174,0.9024732403067587,0
